0.002434,-0.000011
0.011852,-0.001103
0.027545,-0.005324
0.049059,-0.013054
0.075086,-0.022833
0.104808,-0.033546
0.138051,-0.044736
0.172642,-0.055585
0.208812,-0.066038
0.245757,-0.075707
0.282751,-0.084184
0.319758,-0.091290
0.355323,-0.096415
0.391753,-0.099394
0.423875,-0.099238
0.450451,-0.096067
0.474602,-0.089217
0.495158,-0.078185
0.513259,-0.060643
0.525310,-0.038320
0.533187,-0.012562
0.537812,0.018783
0.538168,0.049968
0.535443,0.082009
0.529960,0.115062
0.522375,0.148626
0.513219,0.182232
0.503143,0.216180
0.493061,0.248728
0.483345,0.280117
0.474520,0.309996
0.466967,0.338317
0.461250,0.364392
0.457685,0.389369
0.457088,0.410184
0.459628,0.428993
0.466166,0.446084
0.479023,0.462045
0.499452,0.475001
0.523390,0.482923
0.548938,0.487897
0.573721,0.491527
0.596800,0.494368
0.619885,0.496581
0.644196,0.498195
0.667708,0.499085
0.693032,0.499423
0.718859,0.499181
0.743319,0.498453
0.767627,0.497398
0.792559,0.496054
0.818432,0.494484
0.844030,0.492851
0.870431,0.491154
0.897688,0.489468
0.926082,0.487859
0.955334,0.486448
0.984832,0.485370
1.014288,0.484667
1.043408,0.484172
1.070490,0.483799
1.097854,0.483467
1.123001,0.483209
1.147364,0.483009
1.172787,0.482863
1.196050,0.482782
1.218987,0.482751
1.241741,0.482763
1.264453,0.482809
1.287256,0.482885
1.310287,0.482982
1.333688,0.483096
1.359511,0.483231
1.384345,0.483358
1.411023,0.483481
1.437937,0.483586
1.465404,0.483667
1.494034,0.483716
1.522633,0.483732
1.550366,0.483734
1.578085,0.483731
1.603583,0.483723
1.628304,0.483711
1.652385,0.483695
1.676194,0.483675
1.699390,0.483652
1.724626,0.483622
1.749287,0.483589
1.772161,0.483555
1.795202,0.483519
1.819700,0.483479
1.843737,0.483437
1.869317,0.483393
1.894418,0.483348
1.921146,0.483302
1.948048,0.483256
1.977195,0.483208
2.006183,0.483161
2.034367,0.483117
2.063548,0.483073
2.090294,0.483034
2.115671,0.482999
2.141557,0.482965
2.165350,0.482935
2.188712,0.482906
2.212222,0.482879
2.235092,0.482853
2.259515,0.482826
2.282662,0.482801
2.305807,0.482776
2.329317,0.482750
2.353315,0.482724
2.377921,0.482696
2.403280,0.482667
2.430561,0.482634
2.458127,0.482599
2.486575,0.482562
2.516705,0.482520
2.548316,0.482857
2.580335,0.484849
2.613188,0.489034
2.646757,0.495194
2.681613,0.503261
2.717389,0.512766
2.750683,0.522363
2.784520,0.532386
2.815949,0.541598
2.847442,0.550306
2.876776,0.557551
2.903490,0.562924
2.930461,0.566456
2.952597,0.567059
2.973948,0.564231
2.991634,0.557864
3.008000,0.546155
3.022134,0.527628
3.031980,0.505078
3.038660,0.480302
3.042458,0.451401
3.042826,0.421517
3.039851,0.389932
3.033879,0.357284
3.025622,0.322697
3.015987,0.287904
3.005605,0.253349
2.995563,0.220737
2.985389,0.187222
2.976758,0.157086
2.969297,0.127842
2.963400,0.099284
2.960298,0.075513
2.959821,0.054036
2.962247,0.034757
2.968576,0.017108
2.980887,0.000560
3.000197,-0.013127
3.022926,-0.021451
3.047135,-0.027333
3.070386,-0.031552
3.093567,-0.034829
3.116712,-0.037359
3.139877,-0.039184
3.163110,-0.040408
3.187169,-0.041015
3.211177,-0.040995
3.235180,-0.040500
3.259231,-0.039671
3.284600,-0.038486
3.309642,-0.037080
3.335394,-0.035506
3.361680,-0.033856
3.388280,-0.032230
3.415523,-0.030679
3.443447,-0.029281
3.473002,-0.028084
3.503306,-0.027219
3.532250,-0.026659
3.560762,-0.026243
3.587616,-0.025940
3.613714,-0.025709
3.638961,-0.025541
3.663032,-0.025433
3.686566,-0.025379
3.709693,-0.025372
3.732556,-0.025408
3.755743,-0.025489
3.778485,-0.025602
3.802066,-0.025744
3.825249,-0.025902
3.848864,-0.026075
3.873035,-0.026255
3.897914,-0.026437
3.923603,-0.026612
3.950275,-0.026775
3.978082,-0.026918
4.006742,-0.027035
4.035054,-0.027127
4.062760,-0.027206
4.089949,-0.027275
4.115974,-0.027333
4.140496,-0.027382
4.164664,-0.027424
4.188346,-0.027459
4.211465,-0.027489
4.234377,-0.027514
4.257211,-0.027534
4.280100,-0.027552
4.303176,-0.027567
4.327032,-0.027582
4.351115,-0.027596
4.375546,-0.027611
4.400669,-0.027627
4.426902,-0.027647
4.453858,-0.027670
4.482177,-0.027698
